school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,G1,G2,G3
GP,F,15,U,GT3,T,5-9 grado,5-9 grado,other,other,course,mother,menos de quince min.,mas de diez horas,0,yes,yes,yes,no,yes,yes,yes,no,excelente,Muy Bajo,Bajo,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,GT3,T,secundaria,secundaria,services,other,home,father,menos de quince min.,de cinco a diez horas,0,no,yes,no,yes,yes,yes,yes,no,excelente,Normal,Normal,Muy Bajo,Muy Bajo,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
GP,M,15,R,GT3,T,superior,superior,other,other,home,father,mas de una hora,mas de diez horas,0,no,yes,yes,yes,yes,yes,yes,yes,Muy Mala,Normal,Muy Alto,Normal,Muy Alto,Muy Malo,Insuficiente,Regular,Regular
GP,F,16,U,LE3,T,superior,superior,health,health,other,mother,menos de quince min.,de cinco a diez horas,0,no,yes,yes,yes,yes,yes,yes,yes,excelente,Alto,Muy Alto,Muy Bajo,Muy Bajo,Bueno,Bueno,Bueno,Muy Bueno
GP,M,15,U,LE3,A,superior,superior,teacher,teacher,course,mother,menos de quince min.,menos de dos horas,0,no,no,no,yes,yes,yes,yes,no,excelente,Muy Alto,Normal,Muy Bajo,Muy Bajo,Bueno,Muy Bueno,Sobresaliente,Sobresaliente
GP,F,16,R,GT3,T,secundaria,secundaria,services,other,reputation,father,menos de quince min.,de cinco a diez horas,1,yes,yes,no,yes,yes,yes,yes,no,Muy Buena,Muy Bajo,Bajo,Muy Bajo,Muy Bajo,Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,T,5-9 grado,5-9 grado,at_home,other,home,mother,menos de quince min.,de dos a cinco horas,1,yes,no,no,yes,yes,yes,yes,no,Buena,Muy Bajo,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Regular,Regular
GP,M,15,U,LE3,T,superior,5-9 grado,teacher,other,course,mother,menos de quince min.,menos de dos horas,0,no,no,no,no,yes,yes,yes,no,Buena,Muy Alto,Bajo,Muy Bajo,Muy Bajo,Normal,Muy Bueno,Sobresaliente,Sobresaliente
GP,M,15,R,GT3,T,5-9 grado,4 grado,health,services,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,yes,yes,yes,yes,yes,excelente,Alto,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,GT3,T,superior,superior,teacher,teacher,course,father,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,no,excelente,Alto,Alto,Muy Bajo,Bajo,Muy Bueno,Bueno,Bueno,Muy Bueno
GP,M,15,U,GT3,T,superior,superior,other,teacher,reputation,father,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,no,no,Muy Buena,Alto,Normal,Muy Bajo,Muy Bajo,Malo,Insuficiente,Regular,Bueno
GP,M,16,U,GT3,T,secundaria,secundaria,other,services,home,father,de quince min. a treinta min.,menos de dos horas,0,no,no,no,yes,yes,yes,yes,no,excelente,Alto,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Regular,Bueno,Regular
GP,M,17,R,GT3,T,4 grado,secundaria,other,other,course,father,de treinta min. a una hora,de dos a cinco horas,1,no,yes,no,yes,yes,yes,yes,no,excelente,Bajo,Alto,Muy Bajo,Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,15,U,GT3,T,secundaria,superior,other,other,reputation,father,menos de quince min.,menos de dos horas,0,no,no,no,no,yes,yes,yes,no,Buena,Alto,Normal,Muy Bajo,Bajo,Bueno,Bueno,Regular,Regular
GP,F,15,U,GT3,T,4 grado,5-9 grado,at_home,services,course,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,no,no,yes,yes,no,Buena,Bajo,Normal,Muy Bajo,Bajo,Muy Malo,Muy Bueno,Bueno,Bueno
GP,M,15,U,GT3,T,5-9 grado,5-9 grado,services,services,home,father,menos de quince min.,mas de diez horas,0,no,yes,yes,yes,yes,yes,yes,no,excelente,Muy Alto,Alto,Muy Bajo,Bajo,Muy Bueno,Muy Bueno,Bueno,Bueno
GP,F,16,U,LE3,T,5-9 grado,superior,other,health,course,father,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,yes,yes,yes,yes,yes,yes,Muy Buena,Bajo,Bajo,Muy Bajo,Bajo,Muy Bueno,Regular,Regular,Regular
GP,M,16,U,GT3,T,superior,superior,health,other,course,mother,menos de quince min.,menos de dos horas,0,no,yes,no,yes,yes,yes,yes,no,Buena,Alto,Alto,Muy Bajo,Alto,Muy Bueno,Bueno,Insuficiente,Regular
GP,F,16,U,GT3,T,5-9 grado,5-9 grado,other,other,home,mother,menos de quince min.,de dos a cinco horas,0,no,no,yes,no,yes,yes,yes,yes,excelente,Alto,Alto,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,15,U,GT3,T,secundaria,superior,services,services,home,father,menos de quince min.,menos de dos horas,0,yes,no,no,no,yes,yes,yes,no,excelente,Muy Alto,Muy Alto,Normal,Bajo,Muy Bueno,Regular,Regular,Regular
GP,F,15,U,LE3,A,secundaria,superior,other,other,home,mother,menos de quince min.,de dos a cinco horas,0,yes,no,no,yes,yes,yes,yes,yes,excelente,Normal,Bajo,Muy Bajo,Muy Bajo,Muy Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,19,U,GT3,T,ninguno,4 grado,at_home,other,course,other,menos de quince min.,de dos a cinco horas,3,no,yes,no,no,no,no,no,no,Buena,Alto,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,18,R,GT3,T,5-9 grado,5-9 grado,services,other,reputation,mother,menos de quince min.,menos de dos horas,2,no,yes,no,yes,yes,yes,yes,no,Buena,Normal,Normal,Muy Bajo,Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,16,R,GT3,T,superior,superior,teacher,teacher,course,mother,menos de quince min.,menos de dos horas,0,no,no,yes,yes,yes,yes,yes,no,Buena,Muy Alto,Muy Alto,Bajo,Muy Alto,Bueno,Muy Bueno,Muy Bueno,Muy Bueno
GP,F,15,R,GT3,T,secundaria,superior,services,teacher,course,father,de quince min. a treinta min.,de cinco a diez horas,2,no,yes,no,no,yes,yes,yes,yes,Muy Buena,Bajo,Bajo,Bajo,Bajo,Muy Bueno,Regular,Insuficiente,Insuficiente
GP,F,15,U,GT3,T,4 grado,4 grado,at_home,other,course,mother,de treinta min. a una hora,menos de dos horas,0,no,yes,no,yes,no,yes,yes,yes,Muy Buena,Normal,Normal,Muy Bajo,Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,LE3,T,5-9 grado,5-9 grado,other,other,course,father,menos de quince min.,menos de dos horas,0,no,yes,no,no,yes,yes,yes,yes,Buena,Alto,Alto,Muy Bajo,Normal,Muy Bueno,Insuficiente,Regular,Regular
GP,F,16,U,GT3,A,secundaria,superior,services,other,course,father,menos de quince min.,menos de dos horas,0,no,no,no,no,yes,yes,yes,no,Buena,Bajo,Muy Bajo,Muy Bajo,Alto,Muy Bueno,Regular,Insuficiente,Insuficiente
GP,M,15,R,GT3,T,secundaria,superior,at_home,teacher,course,mother,mas de una hora,de dos a cinco horas,0,no,yes,no,no,yes,yes,no,yes,excelente,Normal,Normal,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,15,U,GT3,T,superior,superior,services,at_home,course,mother,menos de quince min.,de cinco a diez horas,0,no,yes,no,yes,yes,yes,yes,yes,Muy Buena,Normal,Normal,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,17,R,GT3,T,secundaria,superior,at_home,other,course,mother,de treinta min. a una hora,de dos a cinco horas,0,no,no,no,no,yes,yes,no,no,excelente,Alto,Muy Alto,Bajo,Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,A,secundaria,secundaria,other,other,course,other,de quince min. a treinta min.,menos de dos horas,2,no,yes,no,yes,no,yes,yes,yes,Muy Buena,Normal,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,LE3,T,4 grado,4 grado,services,other,course,mother,menos de quince min.,de dos a cinco horas,1,no,no,no,no,yes,yes,no,yes,Muy Buena,Alto,Alto,Muy Bajo,Normal,Muy Bueno,Bueno,Regular,Regular
GP,F,15,U,GT3,T,superior,superior,teacher,teacher,course,mother,de quince min. a treinta min.,menos de dos horas,0,no,no,no,yes,yes,yes,yes,no,Muy Buena,Normal,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Muy Bueno,Muy Bueno,Bueno
GP,M,15,U,GT3,T,superior,secundaria,teacher,services,course,father,de quince min. a treinta min.,mas de diez horas,0,yes,yes,no,no,yes,yes,yes,no,Mala,Bajo,Bajo,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,LE3,T,5-9 grado,5-9 grado,services,services,reputation,father,de quince min. a treinta min.,menos de dos horas,2,no,yes,no,yes,yes,yes,yes,no,Mala,Normal,Normal,Bajo,Bajo,Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,15,U,GT3,T,superior,superior,teacher,services,course,mother,menos de quince min.,de cinco a diez horas,0,no,yes,yes,yes,yes,yes,yes,no,Muy Buena,Bajo,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,LE3,T,4 grado,4 grado,at_home,at_home,course,mother,menos de quince min.,menos de dos horas,0,no,no,no,no,yes,yes,yes,no,Buena,Alto,Alto,Normal,Normal,Muy Malo,Bueno,Bueno,Regular
GP,M,17,U,GT3,T,5-9 grado,4 grado,other,other,home,mother,menos de quince min.,menos de dos horas,3,no,yes,no,no,yes,yes,yes,no,excelente,Alto,Muy Alto,Muy Bajo,Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,15,U,GT3,T,4 grado,4 grado,other,services,course,father,menos de quince min.,de dos a cinco horas,0,no,yes,yes,no,yes,yes,yes,no,Muy Buena,Alto,Bajo,Muy Bajo,Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,15,U,GT3,T,secundaria,5-9 grado,health,services,home,father,menos de quince min.,de dos a cinco horas,3,no,yes,no,no,yes,yes,yes,no,Buena,Normal,Bajo,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,15,U,GT3,T,4 grado,5-9 grado,at_home,other,course,mother,menos de quince min.,de dos a cinco horas,0,no,yes,yes,no,no,yes,yes,no,Muy Buena,Normal,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,GT3,T,superior,superior,teacher,teacher,course,mother,menos de quince min.,menos de dos horas,0,no,yes,no,no,yes,no,yes,yes,Buena,Normal,Bajo,Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,15,U,LE3,A,5-9 grado,4 grado,services,other,course,mother,mas de una hora,menos de dos horas,3,no,no,no,no,yes,yes,yes,no,Muy Buena,Muy Alto,Muy Alto,Bajo,Muy Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,18,U,LE3,T,4 grado,4 grado,other,other,course,mother,menos de quince min.,menos de dos horas,3,no,no,no,no,yes,no,yes,yes,Mala,Normal,Muy Alto,Bajo,Muy Alto,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,LE3,T,5-9 grado,4 grado,at_home,other,course,mother,menos de quince min.,menos de dos horas,1,no,no,no,yes,yes,yes,no,yes,Muy Buena,Alto,Alto,Normal,Muy Alto,Muy Bueno,Regular,Regular,Bueno
GP,F,15,R,GT3,T,secundaria,secundaria,services,services,reputation,other,de quince min. a treinta min.,de cinco a diez horas,2,no,yes,yes,yes,yes,yes,yes,yes,Muy Buena,Bajo,Muy Bajo,Bajo,Normal,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,19,U,GT3,T,secundaria,5-9 grado,services,at_home,home,mother,menos de quince min.,menos de dos horas,3,no,yes,no,no,yes,no,yes,yes,Muy Buena,Muy Alto,Alto,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,T,superior,superior,other,teacher,course,mother,menos de quince min.,menos de dos horas,0,yes,yes,no,no,yes,yes,no,yes,Muy Buena,Bajo,Muy Bajo,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Insuficiente,Regular
GP,M,15,R,GT3,T,5-9 grado,secundaria,at_home,services,course,mother,menos de quince min.,de dos a cinco horas,0,yes,no,yes,yes,yes,yes,no,no,Muy Buena,Alto,Alto,Muy Bajo,Muy Bajo,Muy Malo,Insuficiente,Insuficiente,Insuficiente
GP,M,17,R,LE3,T,4 grado,5-9 grado,other,other,reputation,mother,menos de quince min.,menos de dos horas,0,no,no,no,no,yes,yes,no,no,Mala,Bajo,Bajo,Normal,Normal,Muy Bueno,Muy Bueno,Regular,Regular
GP,F,18,R,GT3,T,4 grado,4 grado,at_home,other,course,mother,de treinta min. a una hora,menos de dos horas,3,no,yes,no,yes,no,yes,no,no,excelente,Bajo,Muy Alto,Muy Bajo,Muy Alto,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,16,R,GT3,T,5-9 grado,5-9 grado,at_home,other,course,mother,de treinta min. a una hora,menos de dos horas,0,no,no,no,no,no,yes,no,no,Muy Buena,Bajo,Bajo,Muy Bajo,Bajo,Normal,Muy Bueno,Bueno,Bueno
GP,M,16,U,GT3,T,secundaria,secundaria,other,services,course,father,menos de quince min.,de dos a cinco horas,1,no,yes,yes,no,yes,yes,yes,yes,Muy Buena,Muy Alto,Muy Alto,Alto,Alto,Muy Bueno,Insuficiente,Regular,Regular
GP,M,17,R,LE3,T,5-9 grado,4 grado,at_home,other,course,mother,de quince min. a treinta min.,menos de dos horas,2,no,no,no,yes,yes,no,yes,yes,Buena,Normal,Bajo,Bajo,Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,15,R,GT3,T,secundaria,5-9 grado,other,other,course,mother,de quince min. a treinta min.,de dos a cinco horas,2,yes,yes,no,no,yes,yes,yes,yes,Muy Buena,Alto,Alto,Muy Bajo,Alto,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,LE3,T,4 grado,5-9 grado,other,other,course,mother,de quince min. a treinta min.,menos de dos horas,1,no,no,no,yes,yes,yes,no,no,Muy Buena,Alto,Alto,Bajo,Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,17,U,GT3,T,4 grado,secundaria,at_home,services,course,father,menos de quince min.,menos de dos horas,0,no,no,no,no,yes,no,yes,no,excelente,Normal,Normal,Muy Bajo,Alto,Malo,Insuficiente,Insuficiente,Insuficiente
GP,M,17,R,LE3,T,4 grado,4 grado,other,services,course,mother,mas de una hora,de dos a cinco horas,3,no,no,no,yes,yes,no,no,yes,excelente,Normal,Muy Alto,Muy Bajo,Muy Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,GT3,T,secundaria,5-9 grado,services,services,course,mother,de quince min. a treinta min.,menos de dos horas,1,no,yes,no,yes,no,no,no,no,Muy Buena,Muy Alto,Bajo,Muy Bajo,Muy Bajo,Malo,Regular,Insuficiente,Regular
GP,M,16,U,GT3,T,5-9 grado,5-9 grado,other,other,course,father,menos de quince min.,de dos a cinco horas,0,no,no,no,no,yes,no,yes,no,Muy Buena,Normal,Muy Alto,Bajo,Alto,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,T,superior,5-9 grado,health,services,home,father,menos de quince min.,de dos a cinco horas,0,no,no,yes,no,yes,yes,yes,yes,Muy Buena,Bajo,Normal,Muy Bajo,Muy Bajo,Normal,Bueno,Bueno,Muy Bueno
GP,F,16,U,GT3,T,5-9 grado,5-9 grado,other,other,home,mother,menos de quince min.,de dos a cinco horas,0,no,yes,yes,no,no,yes,yes,no,excelente,Muy Bajo,Muy Alto,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,T,superior,superior,health,health,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,yes,yes,no,yes,yes,yes,yes,Muy Buena,Alto,Bajo,Muy Bajo,Muy Bajo,Normal,Bueno,Bueno,Bueno
GP,M,16,U,GT3,T,secundaria,superior,other,other,course,father,de treinta min. a una hora,menos de dos horas,2,no,yes,no,yes,no,yes,yes,no,Buena,Alto,Muy Alto,Bajo,Alto,Malo,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,GT3,T,4 grado,ninguno,other,other,reputation,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,yes,yes,yes,yes,yes,yes,Muy Buena,Normal,Bajo,Muy Bajo,Muy Bajo,Normal,Regular,Bueno,Muy Bueno
GP,M,17,U,LE3,T,superior,superior,teacher,other,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,yes,yes,yes,yes,yes,yes,no,Muy Buena,Alto,Alto,Muy Bajo,Normal,Muy Bueno,Regular,Insuficiente,Insuficiente
GP,F,16,U,GT3,T,4 grado,secundaria,at_home,services,home,mother,menos de quince min.,de dos a cinco horas,3,no,no,no,yes,no,yes,yes,yes,Muy Buena,Normal,Muy Alto,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,LE3,T,secundaria,secundaria,other,other,reputation,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,yes,yes,yes,yes,yes,no,Muy Buena,Alto,Muy Alto,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,17,U,LE3,T,superior,secundaria,teacher,other,course,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,no,yes,yes,yes,yes,yes,no,Muy Buena,Alto,Alto,Alto,Alto,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,T,5-9 grado,5-9 grado,services,other,reputation,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,no,yes,yes,no,yes,yes,no,Buena,Alto,Alto,Muy Bajo,Alto,Muy Bueno,Regular,Regular,Insuficiente
GP,M,17,U,GT3,T,secundaria,secundaria,other,other,reputation,father,menos de quince min.,de dos a cinco horas,0,no,no,no,yes,no,yes,yes,no,Muy Buena,Normal,Alto,Muy Bajo,Alto,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,16,R,GT3,T,superior,5-9 grado,teacher,services,other,mother,menos de quince min.,menos de dos horas,0,no,yes,no,yes,yes,yes,yes,yes,Muy Buena,Normal,Normal,Normal,Alto,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,17,U,GT3,T,superior,secundaria,other,other,course,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,yes,excelente,Bajo,Normal,Muy Bajo,Muy Bajo,Malo,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,GT3,T,superior,secundaria,teacher,other,home,mother,menos de quince min.,de dos a cinco horas,0,no,yes,yes,yes,yes,yes,yes,no,Buena,Alto,Normal,Bajo,Normal,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,GT3,T,secundaria,secundaria,services,other,home,mother,menos de quince min.,de dos a cinco horas,0,no,no,yes,yes,yes,yes,yes,yes,Muy Buena,Bajo,Normal,Muy Bajo,Bajo,Normal,Regular,Regular,Regular
GP,F,17,U,GT3,T,5-9 grado,superior,services,services,reputation,father,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,no,no,excelente,Alto,Bajo,Bajo,Normal,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
GP,F,17,U,LE3,T,secundaria,secundaria,other,other,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,yes,excelente,Normal,Normal,Bajo,Normal,Muy Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,T,secundaria,5-9 grado,other,other,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,yes,yes,no,yes,yes,yes,no,Muy Mala,Bajo,Bajo,Muy Bajo,Bajo,Muy Malo,Regular,Regular,Regular
GP,M,17,U,GT3,T,secundaria,secundaria,services,services,other,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,yes,Muy Buena,Normal,Alto,Bajo,Normal,Bueno,Regular,Regular,Insuficiente
GP,M,16,U,GT3,T,4 grado,5-9 grado,services,services,other,mother,menos de quince min.,menos de dos horas,0,no,yes,yes,yes,yes,yes,yes,yes,Buena,Normal,Normal,Muy Bajo,Bajo,Normal,Insuficiente,Regular,Insuficiente
GP,M,16,U,LE3,T,5-9 grado,4 grado,other,other,course,mother,menos de quince min.,de dos a cinco horas,0,no,no,yes,yes,yes,yes,yes,yes,Muy Buena,Bajo,Normal,Muy Bajo,Bajo,Muy Bueno,Bueno,Bueno,Bueno
GP,F,17,U,GT3,A,secundaria,secundaria,health,other,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,no,no,yes,yes,yes,Buena,Normal,Normal,Muy Bajo,Normal,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,17,R,GT3,T,4 grado,5-9 grado,at_home,other,home,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,no,yes,yes,no,no,Buena,Muy Bajo,Normal,Muy Bajo,Muy Alto,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,T,5-9 grado,secundaria,services,services,course,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,no,yes,yes,yes,no,Muy Buena,Normal,Normal,Muy Bajo,Muy Bajo,Malo,Insuficiente,Regular,Regular
GP,F,17,U,GT3,T,4 grado,4 grado,at_home,services,course,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,yes,yes,yes,yes,no,excelente,Normal,Normal,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,17,U,GT3,T,4 grado,5-9 grado,at_home,services,other,other,de quince min. a treinta min.,de dos a cinco horas,0,no,no,yes,yes,no,yes,yes,no,Muy Buena,Alto,Alto,Alto,Muy Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,16,R,GT3,T,secundaria,secundaria,services,services,reputation,mother,menos de quince min.,menos de dos horas,0,no,yes,no,yes,yes,yes,yes,no,Muy Buena,Normal,Bajo,Normal,Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,GT3,T,5-9 grado,secundaria,other,other,home,father,de quince min. a treinta min.,menos de dos horas,0,no,no,no,no,yes,yes,yes,no,excelente,Normal,Normal,Muy Bajo,Muy Bajo,Normal,Regular,Bueno,Bueno
GP,F,17,U,LE3,T,5-9 grado,superior,services,services,course,father,menos de quince min.,de dos a cinco horas,0,no,no,no,yes,yes,yes,yes,yes,Muy Buena,Normal,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Bueno,Bueno,Bueno
GP,M,17,U,GT3,T,superior,superior,services,teacher,home,mother,menos de quince min.,menos de dos horas,0,no,no,no,no,yes,yes,yes,no,excelente,Bajo,Normal,Muy Bajo,Bajo,Muy Bueno,Muy Bueno,Bueno,Muy Bueno
GP,M,16,R,LE3,T,secundaria,secundaria,teacher,other,home,father,de treinta min. a una hora,menos de dos horas,0,no,yes,yes,yes,yes,yes,yes,no,Buena,Normal,Alto,Normal,Muy Alto,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,T,superior,superior,services,teacher,home,mother,de quince min. a treinta min.,menos de dos horas,1,no,yes,no,no,yes,yes,yes,no,Muy Buena,Bajo,Alto,Bajo,Normal,Malo,Muy Bueno,Muy Bueno,Muy Bueno
GP,F,16,U,LE3,T,superior,superior,teacher,teacher,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,yes,yes,no,yes,yes,yes,no,Muy Buena,Muy Alto,Bajo,Muy Bajo,Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,T,superior,secundaria,health,other,home,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,no,Muy Buena,Normal,Muy Alto,Muy Bajo,Muy Alto,Malo,Muy Bueno,Muy Bueno,Muy Bueno
GP,F,16,U,GT3,T,5-9 grado,secundaria,other,other,reputation,mother,menos de quince min.,de dos a cinco horas,0,yes,yes,yes,yes,yes,yes,no,no,Muy Buena,Alto,Normal,Muy Bajo,Normal,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,T,4 grado,4 grado,other,other,course,mother,menos de quince min.,de dos a cinco horas,0,no,yes,yes,no,no,yes,no,no,Muy Buena,Alto,Alto,Muy Bajo,Normal,Muy Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,17,R,GT3,T,5-9 grado,5-9 grado,other,other,reputation,mother,menos de quince min.,menos de dos horas,0,no,yes,no,no,yes,yes,yes,no,excelente,Normal,Bajo,Muy Bajo,Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,16,R,GT3,T,5-9 grado,5-9 grado,services,services,reputation,mother,de quince min. a treinta min.,mas de diez horas,0,no,yes,yes,yes,no,yes,yes,no,excelente,Normal,Muy Alto,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,T,secundaria,superior,at_home,services,home,mother,menos de quince min.,de cinco a diez horas,1,no,yes,yes,no,yes,yes,yes,yes,Muy Buena,Alto,Normal,Normal,Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,A,secundaria,4 grado,services,other,course,mother,menos de quince min.,de dos a cinco horas,3,no,yes,yes,no,yes,yes,yes,no,Mala,Normal,Normal,Bajo,Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
